,title,1,2,3,4
459,리쌍 (LeeSSang) - 광대  Clowns (With BMK) Official MV.3gpp.mp3,8.0,1.0,1.0,4.0
460,리쌍 Leessang   헤어지지 못하는 여자 떠나가지 못하는 남자.3gpp.mp3,7.0,0.0,2.0,2.0
461,린 - 시간을 거슬러 X 몽환의 숲 COVER.3gpp.mp3,7.0,2.0,3.0,4.0
462,릴보이 (lIlBOI) - CREDIT (Feat 염따 기리보이 ZionT) [쇼미더머니 9 Final]ㅣLyrics가사.3gpp.mp3,10.0,1.0,4.0,5.0
463,마크툽 (MAKTUB) - 오늘도 빛나는 너에게(To You My Light)(Feat이라온) Lyrics Video.3gpp.mp3,7.0,0.0,0.0,1.0
464,맘에 들어 했으면 해  Zunhozoon - 사람이 사랑하면 안 돼요 (가사).3gpp.mp3,8.0,2.0,2.0,2.0
465,메가테라 제로 - 샤를 [シャルル] 한글 자막 (한글화).3gpp.mp3,9.0,2.0,5.0,5.0
466,멜라니 마르티네즈 (Melanie Martinez) - Play Date [가사해석lyrics].3gpp.mp3,10.0,2.0,4.0,5.0
467,몇 번이라도 너를 되찾을거야🔥 오피셜히게단디즘 - Yesterday [Hello World OST가사해석발음].3gpp.mp3,7.0,1.0,1.0,4.0
468,모든 여왕들에게 👑 Ava Max - Kings & Queens [가사해석lyrics].3gpp.mp3,10.0,1.0,0.0,3.0
469,못 이긴 척 연락 한 번만 해줘  vaultboy - i think i wanna text u [가사해석한국어lyrics].3gpp.mp3,10.0,3.0,4.0,4.0
470,문문 (MoonMoon) - 비행운 (Contrail) HANROMENGJPN Lyrics (Turn on CC).3gpp.mp3,10.0,3.0,5.0,1.0
471,문문 (MoonMoon)_ 물감 PAINT [가사 LYRICS] 한국어.3gpp.mp3,7.0,4.0,5.0,0.0
472,바람이 잠든 곳으로 - 황후의 노래 (Where the Wind Sleeps - Song of the Empress).3gpp.mp3,9.0,4.0,3.0,2.0
473,박경 (Park Kyung) - 자격지심 (Inferiority Complex) (Feat 은하 of 여자친구) MV.3gpp.mp3,9.0,1.0,4.0,1.0
474,방황하는 나에게🌀 아이묭 - 안녕을 말하는 오늘에(さよならの今日に) [가사발음해석].3gpp.mp3,9.0,4.0,5.0,0.0
475,백아 - 첫사랑.3gpp.mp3,8.0,2.0,1.0,2.0
476,백예린 - 산책  가사.3gpp.mp3,8.0,4.0,1.0,4.0
477,버들개지 떨어지고 두견새 슬피 우네 (杨花落尽子规啼) - 황슬푸(黄诗扶) G2er.3gpp.mp3,10.0,3.0,4.0,5.0
478,벌거벗은 마음 받아줘🍋 아이묭 -  벌거벗은 마음(裸の心 하다카노 코코로)  [가사 발음 해석].3gpp.mp3,9.0,0.0,4.0,3.0
479,변요한 - 무이이야(無以異也)  로엘 COVER.3gpp.mp3,7.0,0.0,2.0,0.0
480,본토에서 난리났던 조이 배드에스 프리스타일 랩.3gpp.mp3,9.0,0.0,0.0,0.0
481,부서질 것 같아도 움직이는 거야✈️ 유우리(優里) - 비행선(hikousen) [가사발음한글 자막해석].3gpp.mp3,9.0,1.0,0.0,4.0
482,불꽃놀이 (Fireworks).3gpp.mp3,8.0,7.0,3.0,5.0
483,붉은 노을 (Sunset Glow).3gpp.mp3,9.0,5.0,5.0,4.0
484,붉은 백합 (火红的萨日朗) - 야오부야오마이차이 (要不要买菜)  가사해석 번역 병음 발음 [중국노래  틱톡].3gpp.mp3,10.0,1.0,2.0,4.0
485,브루노 마스 (Bruno Mars) - When I Was Your Man 가사 번역 뮤직비디오.3gpp.mp3,7.0,1.0,1.0,4.0
486,블락비 (Block B) - YESTERDAY MV.3gpp.mp3,9.0,0.0,4.0,1.0
487,비파행 (琵琶行 pí pá xíng) - 허보어 (河伯).3gpp.mp3,8.0,5.0,5.0,0.0
488,빨강 파랑 초록의 이야기🎨 YOASOBI - 삼원색(三原色) [가사발음한글 자막].3gpp.mp3,9.0,3.0,0.0,4.0
489,사계절을 너에게 줄게 (四季予你 sì jì yǔ nǐ) - 청시양 (程响).3gpp.mp3,8.0,5.0,4.0,3.0
490,사라질 즈음엔 아름다울 거야☔️ 에메(Aimer) - After Rain [가사발음한글 자막해석].3gpp.mp3,9.0,1.0,0.0,2.0
491,산들 - 그대 한 사람 (낮에 뜨는 달 X 산들)  가사.3gpp.mp3,9.0,4.0,1.0,1.0
492,산들 - 나의 어릴 적 이야기  로엘 COVER.3gpp.mp3,10.0,0.0,1.0,5.0
493,산들 - 취기를 빌려 (취향저격 그녀 X 산들)  가사.3gpp.mp3,7.0,1.0,0.0,4.0
494,상록수 feat 나래(Narae) - 호랑수월가 (나와 호랑이님 OST) COVER by YEN.3gpp.mp3,9.0,3.0,1.0,1.0
495,서랍.3gpp.mp3,8.0,10.0,0.0,2.0
496,서자영 최유리 (자리) - 별 헤는 밤.3gpp.mp3,10.0,3.0,0.0,1.0
497,서툰 청춘의 사랑고백💌 아이묭(aimyon) - 너는 록을 듣지 않아(kimi wa rock wo kikanai) [가사발음해석].3gpp.mp3,10.0,3.0,3.0,1.0
498,성시경 _ 희재 (국화꽃 향기 ost) cover.3gpp.mp3,9.0,3.0,3.0,3.0
499,세상이 뒤바뀌는 그 날을 기다려요 (等到世界颠倒 děng dào shì jiè diān dǎo) - 루루콰이비줴이 (卢卢快闭嘴).3gpp.mp3,8.0,5.0,0.0,0.0
500,소유 (SOYOU) - Y (Please Tell Me Why)  가사 (Synced Lyrics).3gpp.mp3,8.0,2.0,4.0,3.0
501,숀 (SHAUN) - 웨이백홈 (Way Back Home) [Lyric Video].3gpp.mp3,9.0,7.0,4.0,0.0
502,숀 - Way back home 랩 cover.3gpp.mp3,8.0,2.0,0.0,4.0
503,숀(SHAUN) - 웨이백홈 (WAY BACK HOME) _ COVER VIDEO.3gpp.mp3,7.0,1.0,5.0,3.0
504,수퍼비 - 수퍼비와 가사.3gpp.mp3,7.0,2.0,2.0,4.0
505,슈프림팀Supreme Team   그땐 그땐 그땐 HD FULL SONG.3gpp.mp3,9.0,0.0,4.0,5.0
506,스트레이 (The Stray) - 너 너 (You You) (류민희 COVER) +4key.3gpp.mp3,9.0,0.0,4.0,3.0
507,신예영 - 그리워하지도 말고 찾아오지도 마  가사.3gpp.mp3,9.0,3.0,4.0,2.0
508,심규선 (Lucia) - 강 COVER.3gpp.mp3,10.0,4.0,2.0,4.0
509,심규선 - 아라리 Covered by로엘.3gpp.mp3,9.0,4.0,5.0,5.0
510,심규선 - 야래향 夜來香 COVER.3gpp.mp3,8.0,3.0,1.0,0.0
511,심규선(Lucia) - 달과 6펜스  로엘 COVER.3gpp.mp3,10.0,5.0,5.0,5.0
512,쏘아올린불꽃打上花火 ［Uchiage Hanabi］- DAOKO × 米津玄師 │Cover by 김달림과하마발.3gpp.mp3,10.0,3.0,1.0,2.0
513,쏟아지는 저 빛처럼✨ 킹누(King Gnu) - 비가 찬란히(雨燦々 Ame Sansan) [가사발음한글 자막해석].3gpp.mp3,9.0,3.0,3.0,5.0
514,아비치 x 루피 x 로꼬 - Lay Me Down In V (Feat 아담 램버트 코드 쿤스트).3gpp.mp3,10.0,5.0,5.0,4.0
515,아이유 (IU) - 미발매곡 드라마 (Drama) 가사.3gpp.mp3,7.0,1.0,5.0,0.0
516,아이유 (IU) _ 있잖아 (rockver).3gpp.mp3,8.0,3.0,3.0,2.0
517,아이유 - 너랑 나 [유희열의 스케치북You Heeyeol’s Sketchbook]  KBS 200918 방송.3gpp.mp3,9.0,4.0,0.0,0.0
518,아이유(IU) 너랑나 (You & I) 교차편집 (Stage Mix).3gpp.mp3,9.0,2.0,1.0,5.0
519,악마는 협상따윈 하지 않아  Alec Benjamin - Devil Doesnt Bargain [가사해석번역lyrics].3gpp.mp3,10.0,2.0,1.0,1.0
520,안예은 - 달그림자   로엘 COVER.3gpp.mp3,9.0,5.0,2.0,5.0
521,양요섭 정은지 - LOVE DAY (2021) (바른연애 길잡이 X 양요섭 정은지) 가로라이브 Full ver.3gpp.mp3,8.0,5.0,2.0,0.0
522,어디선가 들어본 비트 (feat 잼민이 창법) 𝟯𝟰𝟳𝗮𝗶𝗱𝗮𝗻 - 𝗠𝗘𝗠𝗢𝗥𝗜𝗘𝗦! [가사해석].3gpp.mp3,9.0,5.0,3.0,5.0
523,어떻게 이별까지 사랑하겠어 널 사랑하는 거지 (How can I love the heartbreak.3gpp.mp3,9.0,8.0,2.0,9.0
524,언제나 105°C인 너 (热爱105°C的你 rè ài yì bǎi líng wǔ dù de nǐ) - 아쓰 (阿肆).3gpp.mp3,8.0,5.0,5.0,0.0
525,얼마나 많은 밤을 지새워야 어른이 될까 NIve - Tired [가사해석번역자막].3gpp.mp3,8.0,4.0,5.0,4.0
526,엠씨더맥스 바라보기.3gpp.mp3,7.0,1.0,3.0,2.0
527,여덟 시간의 시차 (八小时时差 bā xiǎo shí shí chà) - 쩡위 (郑鱼).3gpp.mp3,7.0,0.0,5.0,4.0
528,여름날 시 한편을 읽는듯한 노래 - 마음을 담기엔 종이가 작구나(가사병음한글자막).3gpp.mp3,9.0,4.0,5.0,1.0
529,여왕의 귀환 더 귀여워져서 돌아온 펑티모 《나는 내꺼야  我是我的》 COVER by Fengtimo.3gpp.mp3,10.0,3.0,4.0,2.0
530,연애말고 상담이나 받아 Mae Muller - Therapist [가사해석자막lyrics].3gpp.mp3,9.0,5.0,1.0,1.0
531,염따 x 조나스 브라더스 - 돈 Call Me Sucker.3gpp.mp3,10.0,0.0,3.0,4.0
532,요즘 찾기 힘든 갬성📀 𝙵𝚘𝚜𝚝𝚎𝚛 - 𝚏𝚘𝚘𝚕𝚜 [가사 해석lyrics].3gpp.mp3,10.0,4.0,1.0,5.0
533,용용 (YongYong) - 매초마다 죽어가고 있어 (with 한요한) [매초마다]ㅣLyrics가사.3gpp.mp3,9.0,4.0,2.0,0.0
534,우리가 왜 친구 사이야  Audrey Mika (오드리 미카) - Just Friends [가사해석lyrics].3gpp.mp3,10.0,2.0,5.0,5.0
535,우리가 진짜사랑을 하게 될 줄이야 《설애니  说爱你》 펑티모가 부르는 신나는 사랑노래 COVER by Fengtimo.3gpp.mp3,8.0,1.0,5.0,5.0
536,우린 서로가 없는 게 나을 것 같아  Oh Wonder - Happy (Acoustic) [가사해석].3gpp.mp3,9.0,3.0,3.0,3.0
537,우예린 - 해어화(解語花) COVER.3gpp.mp3,7.0,3.0,5.0,5.0
538,울랄라세션 - 굿바이데이 (각시탈 OST) COVER.3gpp.mp3,9.0,1.0,4.0,3.0
539,윤딴딴(YUN DDan DDan) - 겨울을 걷는다 가사.3gpp.mp3,10.0,4.0,3.0,5.0
540,윤하(Younha) - 오르트구름(Oort Cloud) 교차편집(stage mix).3gpp.mp3,10.0,3.0,2.0,4.0
541,이 노래 모르는 사람 없게 해주세요  Peder Elias - Loving You Girl (ft Hkeem) [가사해석번역lyrics].3gpp.mp3,7.0,2.0,1.0,4.0
542,이뤄지지 않을 꿈이라도⭐️ King Gnu(킹누) - 역몽(逆夢 Sakayume) (주술회전 OST) [가사발음한글 자막해석].3gpp.mp3,8.0,3.0,5.0,0.0
543,이무진 - 가을 타나 봐  가사.3gpp.mp3,10.0,3.0,5.0,3.0
544,이무진 - 신호등 가사.3gpp.mp3,8.0,2.0,4.0,4.0
545,이민혁 - 그렇게 됐나 봐 (아는 여자애 X 이민혁)  가사.3gpp.mp3,9.0,0.0,4.0,4.0
546,이상재 노래에서 찢었다는 로꼬벌스 🔥🔥🔥🔥.3gpp.mp3,10.0,1.0,4.0,0.0
547,이선희 - 그대 손 놓아요  로엘 COVER.3gpp.mp3,9.0,4.0,0.0,4.0
548,이수영 - 휠릴리  Male Cover.3gpp.mp3,8.0,3.0,5.0,4.0
549,이승환 - 어떻게 사랑이 그래요  로엘 COVER.3gpp.mp3,7.0,0.0,2.0,1.0
550,이안 - 물고기자리 Male COVER.3gpp.mp3,7.0,5.0,5.0,2.0
551,이지승X달지 - VVS 무대버전  커버.3gpp.mp3,10.0,5.0,1.0,5.0
552,이하이 - 구원자 (Feat BI) [ Lyrics  가사 ].3gpp.mp3,7.0,5.0,2.0,3.0
553,인생곡 하나 발견 🌈 Alex Sampson - Play Pretend (2021) [가사해석번역자막].3gpp.mp3,8.0,0.0,4.0,0.0
554,임형주 - 하월가  로엘 COVER.3gpp.mp3,9.0,1.0,4.0,3.0
555,잠이 오질 않네요 - 장범준.3gpp.mp3,10.0,1.0,5.0,0.0
556,장거리 연애를 하는 커플의 마음  나의 도시로 와  [가사병음해석].3gpp.mp3,7.0,5.0,1.0,0.0
557,장범준 - 고백 Audio (가사) - Lyric.3gpp.mp3,7.0,2.0,3.0,1.0
558,장범준 흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야 (멜로가 체질 OST PART03)  가사.3gpp.mp3,10.0,2.0,4.0,2.0
559,정동원 - 그대가 살아서.3gpp.mp3,7.0,3.0,0.0,1.0
560,정승환 - 바람  로엘 x 문환 COVER.3gpp.mp3,7.0,4.0,2.0,1.0
561,조광일 - 쿠키영상 (Feat 에일리 행주 개코) (Prod 코드 쿤스트) [쇼미더머니 10 Final]ㅣLyrics가사.3gpp.mp3,10.0,1.0,1.0,4.0
562,조급해하지 않아도 괜찮아💐 아이묭 - 봄날(하루노히harunohi) [가사발음해석짱구는 못말려 극장판 OST].3gpp.mp3,10.0,0.0,1.0,3.0
563,조승우 - 꽃이 피고 지듯이(사도 OST)COVER.3gpp.mp3,8.0,0.0,1.0,5.0
564,중국SNS 휩쓰는 인기 가수 투즈야  다리 어귀의 아가씨.3gpp.mp3,7.0,2.0,4.0,1.0
565,중독성있는 리듬의 중국어 노래  평범하게 네 곁에 있고 싶어(가사병음한글자막).3gpp.mp3,9.0,5.0,4.0,4.0
566,지금은 삭제된 조회수 80만 드럼좌 마마무 - HIP 커버영상.3gpp.mp3,8.0,1.0,1.0,5.0
567,지금은 삭제된 조회수 90만 드럼좌 IZONE - FIESTA 커버영상.3gpp.mp3,7.0,5.0,2.0,3.0
568,지코 (ZICO) - 사람 [THINKING Part1]ㅣLyrics가사.3gpp.mp3,9.0,1.0,4.0,2.0
569,지코 (ZICO) - 새삥 (Prod ZICO) (Feat 호미들) [스트릿 맨 파이터(SMF) Original Vol3 (계급미션)]ㅣLyrics가사.3gpp.mp3,8.0,1.0,0.0,2.0
570,직감 (直觉 직각) - Superluckyqi  가사해석 번역 병음 발음 [중국노래  틱톡].3gpp.mp3,8.0,3.0,2.0,4.0
571,진격의거인 2기op-심장을바쳐라(풀버전) 팬뮤직비디오 進撃の巨人 2期op 心臓を捧げなさい (fullバージョン)ファンのミュージックビデオ.3gpp.mp3,9.0,4.0,5.0,2.0
572,짠해 (Cheerz).3gpp.mp3,10.0,5.0,1.0,2.0
573,찰리 푸스 (Charlie Puth) - Dangerously 가사 번역 뮤직비디오.3gpp.mp3,7.0,0.0,1.0,2.0
574,창모 (CHANGMO) - METEOR [Boyhood]ㅣLyrics가사.3gpp.mp3,8.0,2.0,2.0,5.0
575,창모 (Changmo) - 널 지워야해 (Erase You) (Produced by Changmo).3gpp.mp3,10.0,3.0,2.0,2.0
576,천국에서 틀어줄 것 같은 노래 👼🏻 Justin Bieber - Off My Face [가사해석lyrics].3gpp.mp3,9.0,4.0,5.0,5.0
577,첫소절에 극락 체험  Peder Elias - Better Alone [가사해석번역lyrics].3gpp.mp3,7.0,3.0,5.0,1.0
578,체인소맨 2화 엔딩 (즛토마요) - 잔기(残機) 가사.3gpp.mp3,9.0,0.0,1.0,1.0
579,첸 (CHEN) -  벚꽃연가 (백일의 낭군님 OST)  로엘 COVER.3gpp.mp3,10.0,2.0,3.0,2.0
580,첸 (CHEN) 백현 (BAEKHYUN) 시우민 (XIUMIN) - 너를 위해 (For You) [달의 연인 - 보보경심 려 OST Part 1].3gpp.mp3,7.0,4.0,2.0,4.0
581,추억을 모아 너에게 줄게 (把回忆拼好给你 bǎ huí yì pīn hǎo gěi nǐ) - 왕얼랑 (王贰浪).3gpp.mp3,9.0,1.0,5.0,4.0
582,추운겨울을 녹여주는 노래 난난(暖暖  따뜻함) 해바라기가 된 펑티모 COVER by Fengtimo.3gpp.mp3,9.0,5.0,1.0,5.0
583,춤의왕 The King of Dance.3gpp.mp3,8.0,4.0,3.0,0.0
584,춤추자 즐기는 사람이 이기는 거야💎 미세스 그린애플 - 댄스홀(ダンスホール Dance Hall) [가사발음한글 자막해석].3gpp.mp3,7.0,2.0,3.0,5.0
585,케이 (KEI) －「별과 해 Star And Sun」 [군주 - 가면의 주인 Ruler Master of the Mask OST Part 4] 가사 한국어.3gpp.mp3,10.0,2.0,0.0,4.0
586,케이시 - 너의 발걸음에 빛을 비춰줄게  가사.3gpp.mp3,9.0,3.0,0.0,0.0
587,코이 - 호시노겐 [니게하지 OST] 한일가사고음질恋 - 星野源.3gpp.mp3,10.0,2.0,1.0,3.0
588,콜드플레이 (Coldplay) - Viva La Vida (Live In São Paulo) 가사번역 by 영화번역가 황석희.3gpp.mp3,7.0,4.0,3.0,3.0
589,크리스토퍼 (Christopher) - BAD 가사 번역 라이브 비디오.3gpp.mp3,10.0,5.0,2.0,3.0
590,탄지로의 노래 - 귀멸의 칼날OST 한국어COVER (竈門炭治郎のうた -  鬼滅の刃 OST).3gpp.mp3,7.0,1.0,2.0,0.0
591,태연 ( TAEYEON) - 사계 (Four Seasons) COVER.3gpp.mp3,10.0,0.0,2.0,1.0
592,태연 (TAEYEON) - 사계 (Four Seasons) (가사 EngRomHanLyrics).3gpp.mp3,9.0,3.0,0.0,1.0
593,텐션업 된 펑티모가 부르는 《사랑해  爱你》 내 얘길 들어봐(오마이걸 파파야) 대만버전.3gpp.mp3,8.0,1.0,3.0,4.0
594,틱톡 보는사람은 한번쯤 들어본 노래 chernobyl 2017 가사  해석  번역.3gpp.mp3,10.0,1.0,3.0,1.0
595,틱톡으로 유명해져서 떡상해버린 곡 🔥 Arizona Zervas - Roxanne.3gpp.mp3,10.0,3.0,0.0,3.0
596,팝송 안좋아하는 사람도 반할 노래  Alec Benjamin - Let Me Down Slowly (feat Alessia Cara) [가사해석lyrics].3gpp.mp3,9.0,4.0,4.0,1.0
597,펀치 - 안녕 내 전부였던 너  가사.3gpp.mp3,9.0,3.0,2.0,2.0
598,펀치(Punch)-눈사람(SNOWMAN).3gpp.mp3,7.0,0.0,3.0,1.0
599,펑티모 - 매일 널 사랑하고 있어(爱着每天的你)  Fengtimo -爱着每天的你  冯提莫 [중국가사해석병음발음].3gpp.mp3,10.0,3.0,5.0,2.0
600,펑티모 《왕후여생  往后余生》 힐링되고 아름다운 노래 틱톡 인기곡 COVER by Fengtimo 冯提莫.3gpp.mp3,8.0,2.0,4.0,0.0
601,페노메코 (PENOMECO) - 걘 아니야 Pt2 [Dry Flower]ㅣLyrics가사.3gpp.mp3,9.0,0.0,3.0,1.0
602,편집하다 눈물 흘린 노래 LANY - If this is the last time [가사 해석].3gpp.mp3,10.0,4.0,3.0,4.0
603,피아노맨 - 사랑한다는 말로는 (Feat주시크)  가사.3gpp.mp3,10.0,5.0,5.0,3.0
604,학교에서 너만 바라보고 있어🏫 유이카 - 좋아하니까(好きだから) [가사발음한글 자막해석].3gpp.mp3,8.0,1.0,4.0,3.0
605,한 편의 잔혹동화🌼 Alan Walker - Lily (가사해석자막lyrics).3gpp.mp3,10.0,4.0,3.0,3.0
606,한국어로 사랑해요 나오는 노래 《123사랑해요  123我爱你》 남심저격수 펑티모 COVER by Fengtimo 冯提莫.3gpp.mp3,7.0,3.0,3.0,3.0
607,한국인들도 좋아하는 중국노래 《월량대표아적심  月亮代表我的心》 등려군의 노래 COVER by Fengtimo 펑티모.3gpp.mp3,9.0,1.0,1.0,2.0
608,한탄하나니 (怎叹 zěn tàn) - 정위 (郑鱼).3gpp.mp3,9.0,3.0,3.0,1.0
609,허공 (半空 bàn kōng) - 천즐 (陈之).3gpp.mp3,9.0,0.0,0.0,4.0
610,헤어지고 마주치면 모르는 척 해줘  AJ Mitchell - Like Strangers Do [가사해석lyrics].3gpp.mp3,7.0,4.0,0.0,1.0
611,헤이즈 (Heize) -  비가 오는 날엔 (2021)  가사.3gpp.mp3,9.0,0.0,3.0,0.0
612,헤이즈 (Heize) - 널 너무 모르고 (Dont know you) MV.3gpp.mp3,10.0,4.0,2.0,5.0
613,헤이즈 (Heize) - 비도 오고 그래서 (You Clouds Rain) (Feat 신용재 (Shin Yong Jae)) MV.3gpp.mp3,9.0,3.0,1.0,0.0
614,헤이즈 (Heize) - 첫눈에 (First Sight) MV.3gpp.mp3,7.0,0.0,3.0,4.0
615,헤이즈 (Heize) - 헤픈 우연 (HAPPEN)  가사.3gpp.mp3,10.0,3.0,4.0,3.0
616,헤이즈(Heize) X 펀치(Punch) - 밤하늘의 저 별처럼 (브람스를 좋아하세요 OST PART08)  가사.3gpp.mp3,7.0,1.0,0.0,2.0
617,현재 중국에서 가장 청량한 노래  정말 닮았어.3gpp.mp3,9.0,0.0,4.0,1.0
618,혜성같이 나타난 세련되고 트렌디한 중국노래  운이 없는 사람 [가사병음한글자막].3gpp.mp3,10.0,4.0,0.0,0.0
619,호랑수월가 (나와 호랑이님 OST)  로엘 COVER.3gpp.mp3,9.0,1.0,3.0,1.0
620,홍광호 - 발밤발밤(선덕여왕OST)COVER +2key.3gpp.mp3,10.0,3.0,1.0,1.0
621,화사 x 나플라 x 개코 - 선빵치면 멍청이 (SUNBBANG Twit Gang).3gpp.mp3,7.0,4.0,5.0,3.0
622,𝚂𝚊𝚕𝚎𝚖 𝚒𝚕𝚎𝚜𝚎 - 𝙼𝚊𝚍 𝚊𝚝 𝙳𝚒𝚜𝚗𝚎𝚢⚡🧚🏻‍♀  나 디즈니한테 화났어☄  mad at Disney 해석.3gpp.mp3,10.0,4.0,2.0,4.0
623,🌃NFlying - 옥탑방Rooftop【COVER by Guriri】.3gpp.mp3,8.0,1.0,0.0,5.0
624,🌟듣자마자 플리 담을 노래  𝗦𝗵𝗮𝘄𝗻 𝗠𝗲𝗻𝗱𝗲𝘀(션 멘데스) - 𝗪𝗵𝗲𝗻 𝗬𝗼𝘂𝗿𝗲 𝗚𝗼𝗻𝗲 [가사해석번역lyrics].3gpp.mp3,10.0,5.0,2.0,4.0
625,🎶Lucky Luke - Cooler Than Me (Bass Boosted).3gpp.mp3,10.0,1.0,0.0,3.0
626,👑 내게 완벽을 바란다면 𝑩𝒆𝒍𝒍𝒂 𝑷𝒐𝒂𝒓𝒄𝒉(벨라 포치) - 𝑩𝒖𝒊𝒍𝒅 𝒂 𝑩𝒕𝒄𝒉 [가사해석번역lyrics].3gpp.mp3,9.0,0.0,4.0,0.0
627,💙다신 돌아오지 않을 그 여름밤 Tokyo Machine & Weird Genius - Last Summer (feat Lights) [가사해석번역lyrics].3gpp.mp3,9.0,0.0,1.0,4.0
628,💯 허스키 목소리 + 영국 발음 𝐓𝐨𝐦 𝐆𝐫𝐞𝐧𝐧𝐚𝐧 - 𝐋𝐢𝐭𝐭𝐥𝐞 𝐁𝐢𝐭 𝐨𝐟 𝐋𝐨𝐯𝐞 [가사해석자막lyrics].3gpp.mp3,9.0,1.0,5.0,5.0
629,🔥 가장 많이 요청하신 틱톡 인기곡[旧梦一场] 구몽일장 - [阿悠悠Dj沈念] 아유유 중국노래한글가사자막병음.3gpp.mp3,8.0,3.0,0.0,0.0
630,🔥 빌보드 씹어먹는 가수  Ed Sheeran - Bad Habits [가사해석자막lyrics].3gpp.mp3,9.0,1.0,0.0,0.0
631,🔥 아이언맨 팬이라면 오열할 영상 Dean Lewis - How Do I Say Goodbye [가사가사해석가사번역lyrics].3gpp.mp3,7.0,4.0,1.0,4.0
632,🔥 웅장한 게임 삽입곡 느낌  Alan Walker - The Drum [가사해석자막lyrics].3gpp.mp3,10.0,5.0,4.0,5.0
633,🔥귀에 착 감기는 도입부 𝘽𝙚𝙗𝙚 𝙍𝙚𝙭𝙝𝙖 - 𝘽𝙧𝙚𝙖𝙠 𝙈𝙮 𝙃𝙚𝙖𝙧𝙩 𝙈𝙮𝙨𝙚𝙡𝙛 [가사해석번역lyrics].3gpp.mp3,7.0,0.0,1.0,1.0
634,🔥눈물 나게 좋은 도입부  BoyWithUke - Toxic [가사해석번역lyrics].3gpp.mp3,10.0,2.0,4.0,1.0
635,🔥듣는 순간 머릿속에 맴도는 띵곡 Jagwar Twin - Loser (가사해석번역lyrics).3gpp.mp3,9.0,0.0,2.0,5.0
636,🔥롤 아케인 OST  팀을 승리로 이끌 노래  Imagine Dragons & JID - Enemy [가사해석번역lyrics].3gpp.mp3,10.0,0.0,0.0,0.0
637,🔥마블덕후들 오열할 영상  Sia - Unstoppable [가사해석한국어lyrics].3gpp.mp3,9.0,2.0,4.0,5.0
638,🔥멈춰있던 심장을 뛰게 할 노래 Sam Ryder - Tiny Riot [가사해석번역lyrics].3gpp.mp3,10.0,2.0,1.0,1.0
639,🔥멜론 팝송 차트 부동의 1위  Charlie Puth(찰리 푸스) - That’s Hilarious [가사해석번역lyrics].3gpp.mp3,9.0,0.0,3.0,4.0
640,🔥빌보드 1위 X 멜론 1위의 조합  24kGoldn x sokodomo(소코도모) - SCAR (Prod BOYCOLD) [가사해석번역lyrics].3gpp.mp3,9.0,2.0,0.0,3.0
641,🔥역대급 역주행🔥 𝗚𝗹𝗮𝘀𝘀 𝗔𝗻𝗶𝗺𝗮𝗹𝘀 - 𝗛𝗲𝗮𝘁 𝗪𝗮𝘃𝗲𝘀 [가사해석lyrics].3gpp.mp3,7.0,4.0,5.0,1.0
642,🔥연패를 연승으로 바꿔줄 노래  Alan Walker(알렌 워커) x Benjamin Ingrosso - Man On The Moon [가사해석번역lyrics].3gpp.mp3,10.0,5.0,4.0,1.0
643,🚨비트부터 미쳤다 X Ambassadors - HEY CHILD (가사해석번역lyrics).3gpp.mp3,10.0,1.0,2.0,0.0
644,🥀위험할 정도로 치명적인 노래 Nico Collins - Hate Me [가사 해석].3gpp.mp3,10.0,4.0,5.0,4.0
645,(물음표 question mark) (Feat 최자 Choiza of 다이나믹듀오 Dynamic Duo ZionT).3gpp.mp3,0.0,8.0,5.0,2.0
646,1 다만 그대를 I Just Loved You.3gpp.mp3,4.0,10.0,2.0,2.0
647,10Years Has Passed.3gpp.mp3,4.0,8.0,2.0,0.0
648,119 (Feat GRAY).3gpp.mp3,5.0,7.0,1.0,3.0
649,187 (Feat 임성현 187 (Feat Lim Sunghyun).3gpp.mp3,5.0,8.0,5.0,0.0
650,2 위험해 (Dangerous) (Feat 박재범) Dangerous (Feat Jay Park).3gpp.mp3,4.0,9.0,5.0,1.0
651,24K Magic.3gpp.mp3,2.0,8.0,3.0,0.0
652,3 꿈이 뭐야 (Dream Chaser) (Feat Dok2 & 크러쉬) Dream Chaser (Feat Dok2 & Crush).3gpp.mp3,4.0,9.0,5.0,5.0
653,3 서쪽 하늘.3gpp.mp3,3.0,8.0,2.0,0.0
654,34+35.3gpp.mp3,0.0,8.0,2.0,0.0
655,4 정말로 사랑한다면.3gpp.mp3,0.0,10.0,4.0,9.0
656,7 rings.3gpp.mp3,1.0,8.0,0.0,4.0
657,About Damn Time.3gpp.mp3,2.0,9.0,4.0,3.0
658,Abu Dhabi (With Skinny Brown Leellamarz Sik-K).3gpp.mp3,3.0,10.0,0.0,1.0
659,Achoo Remix.3gpp.mp3,1.0,8.0,5.0,0.0
660,Addio.3gpp.mp3,1.0,8.0,0.0,0.0
661,Adore You.3gpp.mp3,1.0,8.0,0.0,4.0
662,All About That Bass.3gpp.mp3,0.0,10.0,0.0,5.0
663,All I Wanna Do (Feat Hoody & 로꼬 Loco) (Korean Version).3gpp.mp3,1.0,9.0,0.0,3.0
664,All of Me.3gpp.mp3,3.0,9.0,1.0,3.0
